,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
734,Mrs. Melissa Tucker DDS,24,loganchristopher@example.org,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Emily Villegas,3,4.6,4.3,4.1,SI,FORMACIÓN
735,Eric James,22,codyhill@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Erin Smith,3,3.9,4.3,3.7,NO,FORMACIÓN
736,Colin Jordan,19,aaroncurtis@example.com,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,3,3.1,4.3,3.8,SI,FORMACIÓN
737,Briana Tate,25,williamseric@example.com,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,1,3.6,3.9,4.1,NO,FORMACIÓN
738,Catherine Hall,26,pmurray@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,3,4.9,2.9,4.5,NO,FORMACIÓN
739,Maurice Shaw,20,sjohnson@example.org,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Erica Ramirez,2,4.3,4.5,3.2,SI,FORMACIÓN
740,Darren Long,24,cfrank@example.com,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Emily Villegas,2,3.0,4.0,3.4,NO,FORMACIÓN
741,Alyssa Thomas,19,daniel40@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Erica Ramirez,3,4.2,4.8,4.6,SI,FORMACIÓN
742,Elizabeth Hernandez,19,justin52@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Emily Villegas,1,5.0,4.7,4.5,NO,FORMACIÓN
743,Jesse Pham,28,youngangela@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Edward Watson,3,3.1,4.6,3.9,SI,FORMACIÓN
744,Thomas Dixon,27,hornpatricia@example.net,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Christopher Thomas,1,3.7,3.3,4.7,NO,FORMACIÓN
745,Bradley Walters,24,opatterson@example.org,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Connie Pace,2,4.0,4.5,5.0,NO,FORMACIÓN
746,Anthony Garcia,22,deanna59@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Erin Smith,2,4.3,3.2,3.2,SI,FORMACIÓN
747,Travis Pennington,19,jcarroll@example.org,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Emily Villegas,1,2.9,3.0,3.9,NO,FORMACIÓN
748,Jennifer Weaver,25,doylejanice@example.org,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,2,3.3,4.9,3.7,SI,FORMACIÓN
749,Steven Walters,28,michael69@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Raymond Miller,2,3.5,3.2,3.4,SI,FORMACIÓN
750,Thomas Coleman,29,barry57@example.net,EMPRESARIAL,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Anna Cruz,1,4.7,3.2,3.4,NO,FORMACIÓN
751,Ryan Curtis,22,williamschristopher@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Raymond Miller,3,4.7,4.4,3.6,SI,FORMACIÓN
752,Jean Rodriguez,20,brownalicia@example.com,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Christopher Thomas,3,3.4,4.8,3.3,NO,FORMACIÓN
753,Rebecca Johnson,23,melissa62@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,1,3.4,3.8,3.2,NO,FORMACIÓN
754,Benjamin Davis,25,rosejoy@example.net,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Erica Ramirez,3,2.9,3.9,3.8,NO,FORMACIÓN
755,Sarah Vang,28,owensmatthew@example.org,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Erica Ramirez,1,2.8,4.2,3.9,NO,FORMACIÓN
756,Chad Stewart,24,jenkinsnatalie@example.com,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Christopher Thomas,2,3.6,3.7,3.8,SI,FORMACIÓN
757,Candace Barnes,27,amydunn@example.net,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Kathryn Carroll,3,4.3,4.2,4.9,NO,FORMACIÓN
758,Kristen Johnson,18,jeffrey78@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,1,3.4,4.1,4.0,NO,FORMACIÓN
759,Matthew Edwards,29,melissahughes@example.org,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Bradley Jimenez,1,4.9,4.4,4.7,NO,FORMACIÓN
760,Edward Glenn,22,krystalrodriguez@example.org,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Connie Pace,3,4.2,3.9,4.4,NO,FORMACIÓN
761,Ronald Stone,26,karlrodriguez@example.org,EMPRESARIAL,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Emily Villegas,2,3.7,3.7,4.1,NO,FORMACIÓN
762,Blake Wilson,23,castillosteven@example.net,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Erica Ramirez,2,3.1,3.4,3.2,NO,FORMACIÓN
763,Christine Newman,22,emily67@example.org,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,2,4.6,4.7,3.2,SI,FORMACIÓN
764,Anthony Nguyen,20,washingtonleslie@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erica Ramirez,1,4.1,4.3,4.2,SI,FORMACIÓN
765,Douglas Hill,20,fmason@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,1,3.1,4.6,3.0,NO,FORMACIÓN
766,Donna Johnson,26,erin67@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Emily Villegas,3,4.2,2.9,3.3,NO,FORMACIÓN
767,Michael Simpson,23,ramirezedward@example.org,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Michael Williams,2,4.6,3.0,3.0,SI,FORMACIÓN
768,Chelsey Smith,19,adrianhansen@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Christopher Thomas,2,4.0,3.8,3.4,NO,FORMACIÓN
769,Daniel Hanson,30,ijones@example.net,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,3,3.8,4.9,4.5,SI,FORMACIÓN
770,Jeffrey Williams,27,brendanlee@example.com,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Bradley Jimenez,1,4.2,4.6,4.7,SI,FORMACIÓN
771,Steven Hodges,26,rhonda29@example.com,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,1,2.8,3.0,3.9,NO,FORMACIÓN
772,Shaun Morris,23,joneskenneth@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,3,3.1,4.3,3.7,NO,FORMACIÓN
773,Christopher Green,29,qrichardson@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Emily Villegas,1,3.4,5.0,4.1,NO,FORMACIÓN
774,Lisa Brown,29,guzmanjoseph@example.net,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Michael Williams,3,4.0,3.5,3.7,NO,FORMACIÓN
775,Allison Dixon,19,zacharybryant@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,2,3.1,4.2,2.9,NO,FORMACIÓN
776,Daniel Fletcher,27,hansonkathryn@example.com,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erin Smith,3,3.1,3.1,4.2,NO,FORMACIÓN
777,Judith Pope,27,pateljennifer@example.com,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,3,4.2,3.3,4.3,SI,FORMACIÓN
778,Debra Adams,20,tadkins@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Michael Williams,3,4.7,4.4,4.2,SI,FORMACIÓN
779,Michael Alvarado,18,uharris@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,3,3.3,4.1,3.3,SI,CANCELADO
780,John Taylor,27,erodriguez@example.org,EMPRESARIAL,10,3,TARDE,SABADO,15:00-18:00,Nuevas Tecnologias de la Programación,Emily Villegas,3,4.5,4.2,4.7,NO,FORMACIÓN
781,Jordan Carter,22,sarahrodriguez@example.org,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,3,4.8,3.5,2.8,NO,FORMACIÓN
782,Joseph Scott,18,pcopeland@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,2,3.0,4.6,3.7,SI,FORMACIÓN
783,Lisa Boyd,22,clee@example.net,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,1,4.6,3.9,2.9,NO,FORMACIÓN
784,Rebecca Johnson,23,melissa62@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,3,2.8,3.0,3.4,SI,FORMACIÓN
785,Melissa Daniel,29,justinjohnson@example.com,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,1,3.4,3.4,4.2,SI,FORMACIÓN
786,Kara Smith,28,emilyburns@example.net,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,2,3.3,4.2,4.5,SI,CANCELADO
787,Catherine Hall,26,pmurray@example.net,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Kathryn Carroll,2,3.2,3.7,3.0,SI,FORMACIÓN
788,Daniel Fletcher,27,hansonkathryn@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erin Smith,1,4.8,3.0,3.0,NO,FORMACIÓN
789,Matthew Robbins,27,shahkimberly@example.org,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Anna Cruz,3,4.8,3.1,5.0,SI,FORMACIÓN
790,Cheryl Russell,22,steven94@example.org,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Bradley Jimenez,1,5.0,2.8,4.9,NO,FORMACIÓN
791,Jill Campbell,19,alan29@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Kathryn Carroll,2,4.8,3.7,3.5,NO,FORMACIÓN
792,Kelli Flores,26,gharper@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Erin Smith,3,4.3,3.3,4.8,NO,FORMACIÓN
793,Justin Russo,27,vgutierrez@example.com,REGULAR,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Edward Watson,1,3.8,4.3,3.1,SI,CANCELADO
794,Debra Adams,20,tadkins@example.net,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Michael Williams,2,3.9,2.9,4.2,SI,FORMACIÓN
795,Aaron Dunn,28,hooperandrew@example.net,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Erin Smith,1,4.7,2.9,3.3,SI,FORMACIÓN
796,Glenda Williams,25,seanwalker@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,1,3.1,3.4,4.5,SI,FORMACIÓN
797,Jennifer Jones,19,kendralambert@example.net,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Bradley Jimenez,3,4.3,3.4,3.1,NO,FORMACIÓN
798,Douglas Hill,20,fmason@example.org,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Michael Williams,2,3.2,3.4,5.0,NO,FORMACIÓN
799,Catherine Owens,19,johnchristian@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Emily Villegas,1,4.8,2.9,4.0,NO,FORMACIÓN
800,Ryan Franklin,23,kcox@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,1,4.3,3.5,4.3,NO,FORMACIÓN
801,Lee Gonzales,19,smithalicia@example.org,EMPRESARIAL,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Kathryn Carroll,3,3.7,3.0,3.0,NO,FORMACIÓN
802,Robert Reed,27,megan72@example.org,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Edward Watson,1,4.5,3.8,4.2,NO,FORMACIÓN
803,Joseph Guzman,22,william64@example.net,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,3.3,3.4,4.6,NO,FORMACIÓN
804,Seth Raymond,19,mpalmer@example.net,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Emily Villegas,1,3.3,3.2,4.0,SI,FORMACIÓN
805,James Ross,21,erios@example.org,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,2,3.1,4.2,3.4,NO,CANCELADO
806,Steven Pierce,28,ann99@example.com,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,2,3.2,4.4,2.8,SI,FORMACIÓN
807,William Payne,19,yolanda39@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,2,4.4,3.8,4.7,SI,FORMACIÓN
808,Michael Holloway,21,perrytimothy@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Connie Pace,1,4.6,4.9,4.1,SI,FORMACIÓN
809,William Cruz,27,parrishmariah@example.com,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Connie Pace,3,3.7,4.5,3.1,NO,FORMACIÓN
810,Teresa Wilkerson,20,yolandafletcher@example.org,EMPRESARIAL,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Anna Cruz,2,4.4,3.6,3.1,NO,FORMACIÓN
811,Melissa Daniel,29,justinjohnson@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,2,5.0,4.1,4.5,NO,FORMACIÓN
812,Brittney Reeves,25,jdavis@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Emily Villegas,1,3.6,2.9,3.7,SI,FORMACIÓN
813,Jennifer Perez,20,ortizamanda@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Michael Williams,3,4.8,3.8,3.6,SI,FORMACIÓN
814,Patricia Jacobs,23,richardsonrobert@example.com,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,1,4.4,3.8,3.8,NO,FORMACIÓN
815,Caitlin Wilson,21,connie23@example.com,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Connie Pace,2,4.8,4.3,3.2,SI,FORMACIÓN
816,John Davis,21,dnelson@example.com,REGULAR,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Connie Pace,1,3.7,3.4,4.4,SI,FORMACIÓN
817,Tyler Lutz,22,icook@example.net,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Anna Cruz,1,3.9,3.1,2.8,SI,FORMACIÓN
818,Sara Jordan,23,jack02@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Christopher Thomas,2,3.2,4.0,4.0,SI,FORMACIÓN
819,Jesse Pham,28,youngangela@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Edward Watson,2,3.7,3.2,3.2,NO,FORMACIÓN
820,Timothy Payne,23,psalinas@example.org,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Erin Smith,2,2.8,4.3,3.1,NO,FORMACIÓN
821,Glenda Williams,25,seanwalker@example.com,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Emily Villegas,3,3.9,4.1,3.1,NO,FORMACIÓN
822,Lori Perkins,26,lambertjennifer@example.net,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,1,3.7,4.4,4.2,NO,FORMACIÓN
823,Joseph Miller,23,amontgomery@example.com,EMPRESARIAL,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Edward Watson,2,3.4,3.2,4.5,NO,FORMACIÓN
824,Melissa Nolan,21,monicaharris@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Michael Williams,3,4.4,3.2,3.0,SI,FORMACIÓN
825,Jennifer Rodriguez,24,jenniferjohnson@example.net,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Anna Cruz,2,3.3,4.2,4.7,SI,FORMACIÓN
826,Rachael Holmes,19,jenniferfrederick@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erin Smith,3,4.5,3.7,4.5,NO,FORMACIÓN
827,Ann Crawford,20,keithtorres@example.net,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Michael Williams,2,4.5,3.7,4.8,SI,FORMACIÓN
828,Denise Waller,26,padams@example.com,EMPRESARIAL,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Sierra Phillips,1,3.5,3.6,4.5,SI,FORMACIÓN
829,Kara Wolfe,25,robert55@example.org,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Edward Watson,3,3.5,3.3,3.3,SI,FORMACIÓN
830,Alexander Hall,24,salinasstacey@example.net,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Emily Villegas,1,4.1,3.5,3.0,SI,FORMACIÓN
831,Melissa Paul,26,coledavid@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Erin Smith,2,4.5,2.9,4.2,NO,FORMACIÓN
832,Hailey Wilson,22,bbradley@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Erin Smith,3,4.3,3.2,4.9,NO,FORMACIÓN
833,Dillon Campos,26,phillip37@example.com,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Sierra Phillips,3,4.4,3.7,2.9,SI,FORMACIÓN
834,Matthew Walton,24,mckenziemassey@example.org,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,1,4.1,4.0,5.0,SI,FORMACIÓN
835,Zachary Brooks,24,thompsonbrandi@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,3,4.8,3.6,2.9,NO,FORMACIÓN
836,James Henderson,27,cdiaz@example.org,EMPRESARIAL,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Anna Cruz,2,3.5,4.1,5.0,NO,FORMACIÓN
837,Kevin Mcdonald,29,vaughnanthony@example.net,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Edward Watson,1,4.0,4.7,3.7,SI,FORMACIÓN
838,Rachel Taylor,22,mhart@example.org,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Emily Villegas,3,3.3,3.5,3.8,NO,FORMACIÓN
839,Christopher King,30,bishopdevin@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Kathryn Carroll,3,3.8,3.0,3.8,SI,FORMACIÓN
840,Colin Jordan,19,aaroncurtis@example.com,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,2,4.0,4.5,3.9,SI,FORMACIÓN
841,Anthony Adams,21,wilsonbrent@example.com,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Raymond Miller,1,4.4,3.9,4.9,SI,FORMACIÓN
842,David Mckay,19,djones@example.com,EMPRESARIAL,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Bradley Jimenez,3,4.5,4.6,3.9,SI,FORMACIÓN
843,Stephanie Anderson,27,thomasglen@example.org,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Michael Williams,1,4.2,4.1,4.6,SI,FORMACIÓN
844,Bernard Jones,28,robindunn@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Erica Ramirez,3,3.2,4.0,4.8,SI,FORMACIÓN
845,Julie Mendoza,29,patricia44@example.com,REGULAR,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,1,4.9,3.2,3.8,NO,FORMACIÓN
846,Amy Richardson,27,kingwesley@example.org,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Connie Pace,2,3.0,3.0,2.9,NO,FORMACIÓN
847,Justin Richards,21,zreyes@example.net,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Raymond Miller,2,3.8,3.4,4.6,SI,FORMACIÓN
848,Steven Reed,26,hcole@example.net,REGULAR,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Connie Pace,3,3.1,3.1,4.4,SI,FORMACIÓN
849,Natalie Sutton,29,megancastillo@example.org,EMPRESARIAL,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Raymond Miller,3,4.5,3.3,3.4,NO,FORMACIÓN
850,William Cardenas,22,nramirez@example.net,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Michael Williams,2,4.4,3.8,3.5,SI,FORMACIÓN
851,Maria Hudson,28,matthewhernandez@example.org,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Connie Pace,2,4.5,4.9,4.5,SI,FORMACIÓN
852,Victoria Goodman,20,rpage@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,1,4.5,4.5,2.9,NO,FORMACIÓN
853,Amanda Gutierrez,30,hrogers@example.com,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,2,4.2,3.7,4.8,SI,FORMACIÓN
854,Travis Bailey,26,mariawhitehead@example.com,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Connie Pace,2,4.8,3.5,3.9,SI,FORMACIÓN
855,Casey Rodgers,18,rodgersalexandra@example.net,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,1,3.8,4.7,2.9,NO,FORMACIÓN
856,Michael Warren,18,christopher36@example.net,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Michael Williams,1,4.6,3.3,3.8,SI,FORMACIÓN
857,Melissa Mckenzie,25,ronald73@example.com,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,1,3.5,3.9,3.9,SI,FORMACIÓN
858,Eric James,22,codyhill@example.com,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Erin Smith,1,3.1,4.2,2.9,NO,FORMACIÓN
859,Dr. Darlene Williams,20,mhorton@example.org,REGULAR,35,4,NOCHE,MARTES,18:15-21:25,Programación Avanzada,Erin Smith,1,4.4,3.3,3.2,SI,FORMACIÓN
860,Kristina Mullins,27,grimesnatalie@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Christopher Thomas,2,3.8,3.8,4.7,NO,FORMACIÓN
861,Robert Young,23,townsendwilliam@example.org,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Kathryn Carroll,1,3.4,4.7,4.6,NO,FORMACIÓN
862,Daisy Carpenter,27,teresaowen@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,1,5.0,3.3,3.1,NO,FORMACIÓN
863,Brad Hill Jr.,22,rodriguezstacey@example.net,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,1,3.0,2.9,3.4,SI,FORMACIÓN
864,Jacob Brown,29,watsonkaren@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,2,3.4,3.7,3.8,NO,FORMACIÓN
865,Julie Hall,23,theresafoster@example.com,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erica Ramirez,2,3.8,4.2,4.3,NO,FORMACIÓN
866,Alexis Sandoval,21,ewhite@example.net,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Raymond Miller,3,3.9,3.6,4.0,SI,FORMACIÓN
867,Victoria Manning,20,angelamoore@example.com,EMPRESARIAL,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,1,5.0,2.9,3.7,NO,FORMACIÓN
